"binxs","binys","binfreq","BinSize","BinningType"
99.5,51.5,26,"1 X 1 Unit","Standard"
99.5,53.5,28,"1 X 1 Unit","Standard"
99.5,55.5,18,"1 X 1 Unit","Standard"
99.5,57.5,15,"1 X 1 Unit","Standard"
99.5,59.5,20,"1 X 1 Unit","Standard"
99.5,61.5,23,"1 X 1 Unit","Standard"
99.5,63.5,20,"1 X 1 Unit","Standard"
99.5,65.5,18,"1 X 1 Unit","Standard"
99.5,67.5,22,"1 X 1 Unit","Standard"
99.5,69.5,16,"1 X 1 Unit","Standard"
99.5,71.5,19,"1 X 1 Unit","Standard"
99.5,73.5,19,"1 X 1 Unit","Standard"
99.5,75.5,20,"1 X 1 Unit","Standard"
99.5,77.5,16,"1 X 1 Unit","Standard"
99.5,79.5,25,"1 X 1 Unit","Standard"
99.5,81.5,25,"1 X 1 Unit","Standard"
99.5,83.5,15,"1 X 1 Unit","Standard"
99.5,85.5,20,"1 X 1 Unit","Standard"
99.5,87.5,21,"1 X 1 Unit","Standard"
99.5,89.5,14,"1 X 1 Unit","Standard"
99.5,91.5,11,"1 X 1 Unit","Standard"
99.5,93.5,16,"1 X 1 Unit","Standard"
99.5,95.5,14,"1 X 1 Unit","Standard"
99.5,97.5,30,"1 X 1 Unit","Standard"
99.5,99.5,9,"1 X 1 Unit","Standard"
2,2,269,"4 X 4 Unit","Standard"
2,6,190,"4 X 4 Unit","Standard"
2,10,166,"4 X 4 Unit","Standard"
2,14,203,"4 X 4 Unit","Standard"
2,18,193,"4 X 4 Unit","Standard"
2,22,189,"4 X 4 Unit","Standard"
2,26,200,"4 X 4 Unit","Standard"
2,30,212,"4 X 4 Unit","Standard"
2,34,205,"4 X 4 Unit","Standard"
2,38,185,"4 X 4 Unit","Standard"
2,42,196,"4 X 4 Unit","Standard"
2,46,205,"4 X 4 Unit","Standard"
2,50,212,"4 X 4 Unit","Standard"
2,54,184,"4 X 4 Unit","Standard"
2,58,175,"4 X 4 Unit","Standard"
2,62,194,"4 X 4 Unit","Standard"
2,66,215,"4 X 4 Unit","Standard"
2,70,199,"4 X 4 Unit","Standard"
2,74,205,"4 X 4 Unit","Standard"
2,78,219,"4 X 4 Unit","Standard"
2,82,213,"4 X 4 Unit","Standard"
2,86,217,"4 X 4 Unit","Standard"
2,90,214,"4 X 4 Unit","Standard"
2,94,172,"4 X 4 Unit","Standard"
2,98,157,"4 X 4 Unit","Standard"
6,2,193,"4 X 4 Unit","Standard"
6,6,171,"4 X 4 Unit","Standard"
6,10,170,"4 X 4 Unit","Standard"
6,14,168,"4 X 4 Unit","Standard"
6,18,165,"4 X 4 Unit","Standard"
6,22,156,"4 X 4 Unit","Standard"
6,26,176,"4 X 4 Unit","Standard"
6,30,155,"4 X 4 Unit","Standard"
6,34,178,"4 X 4 Unit","Standard"
6,38,157,"4 X 4 Unit","Standard"
6,42,167,"4 X 4 Unit","Standard"
6,46,173,"4 X 4 Unit","Standard"
6,50,173,"4 X 4 Unit","Standard"
6,54,158,"4 X 4 Unit","Standard"
6,58,149,"4 X 4 Unit","Standard"
6,62,163,"4 X 4 Unit","Standard"
6,66,154,"4 X 4 Unit","Standard"
6,70,160,"4 X 4 Unit","Standard"
6,74,160,"4 X 4 Unit","Standard"
6,78,151,"4 X 4 Unit","Standard"
6,82,158,"4 X 4 Unit","Standard"
6,86,151,"4 X 4 Unit","Standard"
6,90,156,"4 X 4 Unit","Standard"
6,94,145,"4 X 4 Unit","Standard"
6,98,117,"4 X 4 Unit","Standard"
10,2,179,"4 X 4 Unit","Standard"
10,6,167,"4 X 4 Unit","Standard"
10,10,166,"4 X 4 Unit","Standard"
10,14,159,"4 X 4 Unit","Standard"
10,18,188,"4 X 4 Unit","Standard"
10,22,173,"4 X 4 Unit","Standard"
10,26,140,"4 X 4 Unit","Standard"
10,30,184,"4 X 4 Unit","Standard"
10,34,140,"4 X 4 Unit","Standard"
10,38,177,"4 X 4 Unit","Standard"
10,42,139,"4 X 4 Unit","Standard"
10,46,160,"4 X 4 Unit","Standard"
10,50,159,"4 X 4 Unit","Standard"
10,54,134,"4 X 4 Unit","Standard"
10,58,163,"4 X 4 Unit","Standard"
10,62,142,"4 X 4 Unit","Standard"
10,66,147,"4 X 4 Unit","Standard"
10,70,178,"4 X 4 Unit","Standard"
10,74,149,"4 X 4 Unit","Standard"
10,78,175,"4 X 4 Unit","Standard"
10,82,170,"4 X 4 Unit","Standard"
10,86,176,"4 X 4 Unit","Standard"
10,90,131,"4 X 4 Unit","Standard"
10,94,171,"4 X 4 Unit","Standard"
10,98,126,"4 X 4 Unit","Standard"
14,2,205,"4 X 4 Unit","Standard"
14,6,140,"4 X 4 Unit","Standard"
14,10,168,"4 X 4 Unit","Standard"
14,14,170,"4 X 4 Unit","Standard"
14,18,147,"4 X 4 Unit","Standard"
14,22,172,"4 X 4 Unit","Standard"
14,26,151,"4 X 4 Unit","Standard"
14,30,157,"4 X 4 Unit","Standard"
14,34,154,"4 X 4 Unit","Standard"
14,38,145,"4 X 4 Unit","Standard"
14,42,153,"4 X 4 Unit","Standard"
14,46,176,"4 X 4 Unit","Standard"
14,50,155,"4 X 4 Unit","Standard"
14,54,165,"4 X 4 Unit","Standard"
14,58,182,"4 X 4 Unit","Standard"
14,62,156,"4 X 4 Unit","Standard"
14,66,150,"4 X 4 Unit","Standard"
14,70,161,"4 X 4 Unit","Standard"
14,74,150,"4 X 4 Unit","Standard"
14,78,153,"4 X 4 Unit","Standard"
14,82,154,"4 X 4 Unit","Standard"
14,86,147,"4 X 4 Unit","Standard"
14,90,133,"4 X 4 Unit","Standard"
14,94,161,"4 X 4 Unit","Standard"
14,98,130,"4 X 4 Unit","Standard"
18,2,189,"4 X 4 Unit","Standard"
18,6,152,"4 X 4 Unit","Standard"
18,10,172,"4 X 4 Unit","Standard"
18,14,159,"4 X 4 Unit","Standard"
18,18,159,"4 X 4 Unit","Standard"
18,22,175,"4 X 4 Unit","Standard"
18,26,142,"4 X 4 Unit","Standard"
18,30,165,"4 X 4 Unit","Standard"
18,34,177,"4 X 4 Unit","Standard"
18,38,149,"4 X 4 Unit","Standard"
18,42,181,"4 X 4 Unit","Standard"
18,46,186,"4 X 4 Unit","Standard"
18,50,170,"4 X 4 Unit","Standard"
18,54,154,"4 X 4 Unit","Standard"
18,58,144,"4 X 4 Unit","Standard"
18,62,163,"4 X 4 Unit","Standard"
18,66,183,"4 X 4 Unit","Standard"
18,70,165,"4 X 4 Unit","Standard"
18,74,151,"4 X 4 Unit","Standard"
18,78,148,"4 X 4 Unit","Standard"
18,82,199,"4 X 4 Unit","Standard"
18,86,157,"4 X 4 Unit","Standard"
18,90,171,"4 X 4 Unit","Standard"
18,94,150,"4 X 4 Unit","Standard"
18,98,115,"4 X 4 Unit","Standard"
22,2,201,"4 X 4 Unit","Standard"
22,6,172,"4 X 4 Unit","Standard"
22,10,160,"4 X 4 Unit","Standard"
22,14,163,"4 X 4 Unit","Standard"
22,18,146,"4 X 4 Unit","Standard"
22,22,159,"4 X 4 Unit","Standard"
22,26,172,"4 X 4 Unit","Standard"
22,30,171,"4 X 4 Unit","Standard"
22,34,137,"4 X 4 Unit","Standard"
22,38,123,"4 X 4 Unit","Standard"
22,42,153,"4 X 4 Unit","Standard"
22,46,171,"4 X 4 Unit","Standard"
22,50,165,"4 X 4 Unit","Standard"
22,54,149,"4 X 4 Unit","Standard"
22,58,154,"4 X 4 Unit","Standard"
22,62,178,"4 X 4 Unit","Standard"
22,66,155,"4 X 4 Unit","Standard"
22,70,138,"4 X 4 Unit","Standard"
22,74,159,"4 X 4 Unit","Standard"
22,78,146,"4 X 4 Unit","Standard"
22,82,147,"4 X 4 Unit","Standard"
22,86,132,"4 X 4 Unit","Standard"
22,90,148,"4 X 4 Unit","Standard"
22,94,140,"4 X 4 Unit","Standard"
22,98,114,"4 X 4 Unit","Standard"
26,2,194,"4 X 4 Unit","Standard"
26,6,137,"4 X 4 Unit","Standard"
26,10,160,"4 X 4 Unit","Standard"
26,14,158,"4 X 4 Unit","Standard"
26,18,163,"4 X 4 Unit","Standard"
26,22,163,"4 X 4 Unit","Standard"
26,26,177,"4 X 4 Unit","Standard"
26,30,159,"4 X 4 Unit","Standard"
26,34,134,"4 X 4 Unit","Standard"
26,38,150,"4 X 4 Unit","Standard"
26,42,175,"4 X 4 Unit","Standard"
26,46,168,"4 X 4 Unit","Standard"
26,50,137,"4 X 4 Unit","Standard"
26,54,192,"4 X 4 Unit","Standard"
26,58,161,"4 X 4 Unit","Standard"
26,62,158,"4 X 4 Unit","Standard"
26,66,145,"4 X 4 Unit","Standard"
26,70,151,"4 X 4 Unit","Standard"
26,74,157,"4 X 4 Unit","Standard"
26,78,173,"4 X 4 Unit","Standard"
26,82,160,"4 X 4 Unit","Standard"
26,86,136,"4 X 4 Unit","Standard"
26,90,156,"4 X 4 Unit","Standard"
26,94,167,"4 X 4 Unit","Standard"
26,98,101,"4 X 4 Unit","Standard"
30,2,208,"4 X 4 Unit","Standard"
30,6,147,"4 X 4 Unit","Standard"
30,10,159,"4 X 4 Unit","Standard"
30,14,165,"4 X 4 Unit","Standard"
30,18,178,"4 X 4 Unit","Standard"
30,22,165,"4 X 4 Unit","Standard"
30,26,187,"4 X 4 Unit","Standard"
30,30,155,"4 X 4 Unit","Standard"
30,34,161,"4 X 4 Unit","Standard"
30,38,142,"4 X 4 Unit","Standard"
30,42,157,"4 X 4 Unit","Standard"
30,46,137,"4 X 4 Unit","Standard"
30,50,149,"4 X 4 Unit","Standard"
30,54,145,"4 X 4 Unit","Standard"
30,58,174,"4 X 4 Unit","Standard"
30,62,142,"4 X 4 Unit","Standard"
30,66,164,"4 X 4 Unit","Standard"
30,70,170,"4 X 4 Unit","Standard"
30,74,169,"4 X 4 Unit","Standard"
30,78,156,"4 X 4 Unit","Standard"
30,82,141,"4 X 4 Unit","Standard"
30,86,165,"4 X 4 Unit","Standard"
30,90,174,"4 X 4 Unit","Standard"
30,94,185,"4 X 4 Unit","Standard"
30,98,104,"4 X 4 Unit","Standard"
34,2,213,"4 X 4 Unit","Standard"
34,6,134,"4 X 4 Unit","Standard"
34,10,165,"4 X 4 Unit","Standard"
34,14,167,"4 X 4 Unit","Standard"
34,18,179,"4 X 4 Unit","Standard"
34,22,158,"4 X 4 Unit","Standard"
34,26,178,"4 X 4 Unit","Standard"
34,30,161,"4 X 4 Unit","Standard"
34,34,157,"4 X 4 Unit","Standard"
34,38,172,"4 X 4 Unit","Standard"
34,42,171,"4 X 4 Unit","Standard"
34,46,147,"4 X 4 Unit","Standard"
34,50,162,"4 X 4 Unit","Standard"
34,54,197,"4 X 4 Unit","Standard"
34,58,148,"4 X 4 Unit","Standard"
34,62,168,"4 X 4 Unit","Standard"
34,66,158,"4 X 4 Unit","Standard"
34,70,155,"4 X 4 Unit","Standard"
34,74,153,"4 X 4 Unit","Standard"
34,78,166,"4 X 4 Unit","Standard"
34,82,174,"4 X 4 Unit","Standard"
34,86,156,"4 X 4 Unit","Standard"
34,90,180,"4 X 4 Unit","Standard"
34,94,167,"4 X 4 Unit","Standard"
34,98,123,"4 X 4 Unit","Standard"
38,2,214,"4 X 4 Unit","Standard"
38,6,151,"4 X 4 Unit","Standard"
38,10,159,"4 X 4 Unit","Standard"
38,14,165,"4 X 4 Unit","Standard"
38,18,144,"4 X 4 Unit","Standard"
38,22,146,"4 X 4 Unit","Standard"
38,26,163,"4 X 4 Unit","Standard"
38,30,149,"4 X 4 Unit","Standard"
38,34,167,"4 X 4 Unit","Standard"
38,38,165,"4 X 4 Unit","Standard"
38,42,149,"4 X 4 Unit","Standard"
38,46,150,"4 X 4 Unit","Standard"
38,50,159,"4 X 4 Unit","Standard"
38,54,160,"4 X 4 Unit","Standard"
38,58,169,"4 X 4 Unit","Standard"
38,62,142,"4 X 4 Unit","Standard"
38,66,156,"4 X 4 Unit","Standard"
38,70,145,"4 X 4 Unit","Standard"
38,74,157,"4 X 4 Unit","Standard"
38,78,171,"4 X 4 Unit","Standard"
38,82,160,"4 X 4 Unit","Standard"
38,86,139,"4 X 4 Unit","Standard"
38,90,154,"4 X 4 Unit","Standard"
38,94,157,"4 X 4 Unit","Standard"
38,98,141,"4 X 4 Unit","Standard"
42,2,195,"4 X 4 Unit","Standard"
42,6,131,"4 X 4 Unit","Standard"
42,10,154,"4 X 4 Unit","Standard"
42,14,150,"4 X 4 Unit","Standard"
42,18,163,"4 X 4 Unit","Standard"
42,22,176,"4 X 4 Unit","Standard"
42,26,174,"4 X 4 Unit","Standard"
42,30,143,"4 X 4 Unit","Standard"
42,34,183,"4 X 4 Unit","Standard"
42,38,176,"4 X 4 Unit","Standard"
42,42,164,"4 X 4 Unit","Standard"
42,46,147,"4 X 4 Unit","Standard"
42,50,166,"4 X 4 Unit","Standard"
42,54,172,"4 X 4 Unit","Standard"
42,58,156,"4 X 4 Unit","Standard"
42,62,175,"4 X 4 Unit","Standard"
42,66,177,"4 X 4 Unit","Standard"
42,70,162,"4 X 4 Unit","Standard"
42,74,157,"4 X 4 Unit","Standard"
42,78,167,"4 X 4 Unit","Standard"
42,82,155,"4 X 4 Unit","Standard"
42,86,149,"4 X 4 Unit","Standard"
42,90,149,"4 X 4 Unit","Standard"
42,94,167,"4 X 4 Unit","Standard"
42,98,114,"4 X 4 Unit","Standard"
46,2,209,"4 X 4 Unit","Standard"
46,6,152,"4 X 4 Unit","Standard"
46,10,177,"4 X 4 Unit","Standard"
46,14,165,"4 X 4 Unit","Standard"
46,18,156,"4 X 4 Unit","Standard"
46,22,161,"4 X 4 Unit","Standard"
46,26,177,"4 X 4 Unit","Standard"
46,30,176,"4 X 4 Unit","Standard"
46,34,164,"4 X 4 Unit","Standard"
46,38,142,"4 X 4 Unit","Standard"
46,42,165,"4 X 4 Unit","Standard"
46,46,151,"4 X 4 Unit","Standard"
46,50,142,"4 X 4 Unit","Standard"
46,54,146,"4 X 4 Unit","Standard"
46,58,175,"4 X 4 Unit","Standard"
46,62,163,"4 X 4 Unit","Standard"
46,66,150,"4 X 4 Unit","Standard"
46,70,176,"4 X 4 Unit","Standard"
46,74,151,"4 X 4 Unit","Standard"
46,78,177,"4 X 4 Unit","Standard"
46,82,171,"4 X 4 Unit","Standard"
46,86,146,"4 X 4 Unit","Standard"
46,90,161,"4 X 4 Unit","Standard"
46,94,163,"4 X 4 Unit","Standard"
46,98,115,"4 X 4 Unit","Standard"
50,2,200,"4 X 4 Unit","Standard"
50,6,156,"4 X 4 Unit","Standard"
50,10,169,"4 X 4 Unit","Standard"
50,14,143,"4 X 4 Unit","Standard"
50,18,138,"4 X 4 Unit","Standard"
50,22,140,"4 X 4 Unit","Standard"
50,26,173,"4 X 4 Unit","Standard"
50,30,184,"4 X 4 Unit","Standard"
50,34,154,"4 X 4 Unit","Standard"
50,38,162,"4 X 4 Unit","Standard"
50,42,161,"4 X 4 Unit","Standard"
50,46,171,"4 X 4 Unit","Standard"
50,50,174,"4 X 4 Unit","Standard"
50,54,143,"4 X 4 Unit","Standard"
50,58,154,"4 X 4 Unit","Standard"
50,62,156,"4 X 4 Unit","Standard"
50,66,175,"4 X 4 Unit","Standard"
50,70,183,"4 X 4 Unit","Standard"
50,74,157,"4 X 4 Unit","Standard"
50,78,156,"4 X 4 Unit","Standard"
50,82,153,"4 X 4 Unit","Standard"
50,86,167,"4 X 4 Unit","Standard"
50,90,177,"4 X 4 Unit","Standard"
50,94,148,"4 X 4 Unit","Standard"
50,98,101,"4 X 4 Unit","Standard"
54,2,189,"4 X 4 Unit","Standard"
54,6,188,"4 X 4 Unit","Standard"
54,10,174,"4 X 4 Unit","Standard"
54,14,151,"4 X 4 Unit","Standard"
54,18,149,"4 X 4 Unit","Standard"
54,22,169,"4 X 4 Unit","Standard"
54,26,167,"4 X 4 Unit","Standard"
54,30,161,"4 X 4 Unit","Standard"
54,34,157,"4 X 4 Unit","Standard"
54,38,176,"4 X 4 Unit","Standard"
54,42,162,"4 X 4 Unit","Standard"
54,46,133,"4 X 4 Unit","Standard"
54,50,153,"4 X 4 Unit","Standard"
54,54,155,"4 X 4 Unit","Standard"
54,58,176,"4 X 4 Unit","Standard"
54,62,161,"4 X 4 Unit","Standard"
54,66,176,"4 X 4 Unit","Standard"
54,70,154,"4 X 4 Unit","Standard"
54,74,171,"4 X 4 Unit","Standard"
54,78,163,"4 X 4 Unit","Standard"
54,82,157,"4 X 4 Unit","Standard"
54,86,143,"4 X 4 Unit","Standard"
54,90,179,"4 X 4 Unit","Standard"
54,94,162,"4 X 4 Unit","Standard"
54,98,111,"4 X 4 Unit","Standard"
58,2,219,"4 X 4 Unit","Standard"
58,6,159,"4 X 4 Unit","Standard"
58,10,145,"4 X 4 Unit","Standard"
58,14,164,"4 X 4 Unit","Standard"
58,18,141,"4 X 4 Unit","Standard"
58,22,148,"4 X 4 Unit","Standard"
58,26,153,"4 X 4 Unit","Standard"
58,30,154,"4 X 4 Unit","Standard"
58,34,143,"4 X 4 Unit","Standard"
58,38,170,"4 X 4 Unit","Standard"
58,42,170,"4 X 4 Unit","Standard"
58,46,163,"4 X 4 Unit","Standard"
58,50,153,"4 X 4 Unit","Standard"
58,54,149,"4 X 4 Unit","Standard"
58,58,168,"4 X 4 Unit","Standard"
58,62,167,"4 X 4 Unit","Standard"
58,66,150,"4 X 4 Unit","Standard"
58,70,164,"4 X 4 Unit","Standard"
58,74,165,"4 X 4 Unit","Standard"
58,78,137,"4 X 4 Unit","Standard"
58,82,187,"4 X 4 Unit","Standard"
58,86,150,"4 X 4 Unit","Standard"
58,90,154,"4 X 4 Unit","Standard"
58,94,172,"4 X 4 Unit","Standard"
58,98,114,"4 X 4 Unit","Standard"
62,2,222,"4 X 4 Unit","Standard"
62,6,153,"4 X 4 Unit","Standard"
62,10,178,"4 X 4 Unit","Standard"
62,14,152,"4 X 4 Unit","Standard"
62,18,156,"4 X 4 Unit","Standard"
62,22,163,"4 X 4 Unit","Standard"
62,26,164,"4 X 4 Unit","Standard"
62,30,171,"4 X 4 Unit","Standard"
62,34,155,"4 X 4 Unit","Standard"
62,38,148,"4 X 4 Unit","Standard"
62,42,149,"4 X 4 Unit","Standard"
62,46,153,"4 X 4 Unit","Standard"
62,50,175,"4 X 4 Unit","Standard"
62,54,151,"4 X 4 Unit","Standard"
62,58,154,"4 X 4 Unit","Standard"
62,62,160,"4 X 4 Unit","Standard"
62,66,155,"4 X 4 Unit","Standard"
62,70,190,"4 X 4 Unit","Standard"
62,74,143,"4 X 4 Unit","Standard"
62,78,174,"4 X 4 Unit","Standard"
62,82,147,"4 X 4 Unit","Standard"
62,86,146,"4 X 4 Unit","Standard"
62,90,152,"4 X 4 Unit","Standard"
62,94,175,"4 X 4 Unit","Standard"
62,98,115,"4 X 4 Unit","Standard"
66,2,195,"4 X 4 Unit","Standard"
66,6,151,"4 X 4 Unit","Standard"
66,10,153,"4 X 4 Unit","Standard"
66,14,165,"4 X 4 Unit","Standard"
66,18,150,"4 X 4 Unit","Standard"
66,22,159,"4 X 4 Unit","Standard"
66,26,156,"4 X 4 Unit","Standard"
66,30,177,"4 X 4 Unit","Standard"
66,34,169,"4 X 4 Unit","Standard"
66,38,159,"4 X 4 Unit","Standard"
66,42,167,"4 X 4 Unit","Standard"
66,46,140,"4 X 4 Unit","Standard"
66,50,153,"4 X 4 Unit","Standard"
66,54,154,"4 X 4 Unit","Standard"
66,58,156,"4 X 4 Unit","Standard"
66,62,163,"4 X 4 Unit","Standard"
66,66,166,"4 X 4 Unit","Standard"
66,70,166,"4 X 4 Unit","Standard"
66,74,191,"4 X 4 Unit","Standard"
66,78,144,"4 X 4 Unit","Standard"
66,82,152,"4 X 4 Unit","Standard"
66,86,175,"4 X 4 Unit","Standard"
66,90,149,"4 X 4 Unit","Standard"
66,94,149,"4 X 4 Unit","Standard"
66,98,135,"4 X 4 Unit","Standard"
70,2,217,"4 X 4 Unit","Standard"
70,6,146,"4 X 4 Unit","Standard"
70,10,143,"4 X 4 Unit","Standard"
70,14,144,"4 X 4 Unit","Standard"
70,18,162,"4 X 4 Unit","Standard"
70,22,167,"4 X 4 Unit","Standard"
70,26,143,"4 X 4 Unit","Standard"
70,30,149,"4 X 4 Unit","Standard"
70,34,153,"4 X 4 Unit","Standard"
70,38,158,"4 X 4 Unit","Standard"
70,42,168,"4 X 4 Unit","Standard"
70,46,116,"4 X 4 Unit","Standard"
70,50,162,"4 X 4 Unit","Standard"
70,54,166,"4 X 4 Unit","Standard"
70,58,156,"4 X 4 Unit","Standard"
70,62,158,"4 X 4 Unit","Standard"
70,66,134,"4 X 4 Unit","Standard"
70,70,146,"4 X 4 Unit","Standard"
70,74,171,"4 X 4 Unit","Standard"
70,78,175,"4 X 4 Unit","Standard"
70,82,153,"4 X 4 Unit","Standard"
70,86,129,"4 X 4 Unit","Standard"
70,90,184,"4 X 4 Unit","Standard"
70,94,156,"4 X 4 Unit","Standard"
70,98,128,"4 X 4 Unit","Standard"
74,2,215,"4 X 4 Unit","Standard"
74,6,142,"4 X 4 Unit","Standard"
74,10,157,"4 X 4 Unit","Standard"
74,14,148,"4 X 4 Unit","Standard"
74,18,180,"4 X 4 Unit","Standard"
74,22,150,"4 X 4 Unit","Standard"
74,26,193,"4 X 4 Unit","Standard"
74,30,171,"4 X 4 Unit","Standard"
74,34,142,"4 X 4 Unit","Standard"
74,38,144,"4 X 4 Unit","Standard"
74,42,163,"4 X 4 Unit","Standard"
74,46,166,"4 X 4 Unit","Standard"
74,50,143,"4 X 4 Unit","Standard"
74,54,164,"4 X 4 Unit","Standard"
74,58,153,"4 X 4 Unit","Standard"
74,62,168,"4 X 4 Unit","Standard"
74,66,153,"4 X 4 Unit","Standard"
74,70,172,"4 X 4 Unit","Standard"
74,74,148,"4 X 4 Unit","Standard"
74,78,154,"4 X 4 Unit","Standard"
74,82,145,"4 X 4 Unit","Standard"
74,86,177,"4 X 4 Unit","Standard"
74,90,148,"4 X 4 Unit","Standard"
74,94,161,"4 X 4 Unit","Standard"
74,98,127,"4 X 4 Unit","Standard"
78,2,203,"4 X 4 Unit","Standard"
78,6,176,"4 X 4 Unit","Standard"
78,10,159,"4 X 4 Unit","Standard"
78,14,170,"4 X 4 Unit","Standard"
78,18,169,"4 X 4 Unit","Standard"
78,22,170,"4 X 4 Unit","Standard"
78,26,161,"4 X 4 Unit","Standard"
78,30,165,"4 X 4 Unit","Standard"
78,34,158,"4 X 4 Unit","Standard"
78,38,157,"4 X 4 Unit","Standard"
78,42,161,"4 X 4 Unit","Standard"
78,46,150,"4 X 4 Unit","Standard"
78,50,141,"4 X 4 Unit","Standard"
78,54,165,"4 X 4 Unit","Standard"
78,58,144,"4 X 4 Unit","Standard"
78,62,171,"4 X 4 Unit","Standard"
78,66,192,"4 X 4 Unit","Standard"
78,70,174,"4 X 4 Unit","Standard"
78,74,165,"4 X 4 Unit","Standard"
78,78,148,"4 X 4 Unit","Standard"
78,82,149,"4 X 4 Unit","Standard"
78,86,173,"4 X 4 Unit","Standard"
78,90,148,"4 X 4 Unit","Standard"
78,94,171,"4 X 4 Unit","Standard"
78,98,115,"4 X 4 Unit","Standard"
82,2,204,"4 X 4 Unit","Standard"
82,6,166,"4 X 4 Unit","Standard"
82,10,151,"4 X 4 Unit","Standard"
82,14,176,"4 X 4 Unit","Standard"
82,18,170,"4 X 4 Unit","Standard"
82,22,157,"4 X 4 Unit","Standard"
82,26,152,"4 X 4 Unit","Standard"
82,30,165,"4 X 4 Unit","Standard"
82,34,162,"4 X 4 Unit","Standard"
82,38,169,"4 X 4 Unit","Standard"
82,42,145,"4 X 4 Unit","Standard"
82,46,167,"4 X 4 Unit","Standard"
82,50,167,"4 X 4 Unit","Standard"
82,54,181,"4 X 4 Unit","Standard"
82,58,158,"4 X 4 Unit","Standard"
82,62,165,"4 X 4 Unit","Standard"
82,66,140,"4 X 4 Unit","Standard"
82,70,179,"4 X 4 Unit","Standard"
82,74,166,"4 X 4 Unit","Standard"
82,78,141,"4 X 4 Unit","Standard"
82,82,186,"4 X 4 Unit","Standard"
82,86,168,"4 X 4 Unit","Standard"
82,90,157,"4 X 4 Unit","Standard"
82,94,133,"4 X 4 Unit","Standard"
82,98,123,"4 X 4 Unit","Standard"
86,2,183,"4 X 4 Unit","Standard"
86,6,174,"4 X 4 Unit","Standard"
86,10,150,"4 X 4 Unit","Standard"
86,14,173,"4 X 4 Unit","Standard"
86,18,148,"4 X 4 Unit","Standard"
86,22,150,"4 X 4 Unit","Standard"
86,26,171,"4 X 4 Unit","Standard"
86,30,141,"4 X 4 Unit","Standard"
86,34,176,"4 X 4 Unit","Standard"
86,38,151,"4 X 4 Unit","Standard"
86,42,164,"4 X 4 Unit","Standard"
86,46,142,"4 X 4 Unit","Standard"
86,50,168,"4 X 4 Unit","Standard"
86,54,177,"4 X 4 Unit","Standard"
86,58,185,"4 X 4 Unit","Standard"
86,62,173,"4 X 4 Unit","Standard"
86,66,157,"4 X 4 Unit","Standard"
86,70,163,"4 X 4 Unit","Standard"
86,74,154,"4 X 4 Unit","Standard"
86,78,160,"4 X 4 Unit","Standard"
86,82,148,"4 X 4 Unit","Standard"
86,86,160,"4 X 4 Unit","Standard"
86,90,169,"4 X 4 Unit","Standard"
86,94,161,"4 X 4 Unit","Standard"
86,98,115,"4 X 4 Unit","Standard"
90,2,215,"4 X 4 Unit","Standard"
90,6,161,"4 X 4 Unit","Standard"
90,10,156,"4 X 4 Unit","Standard"
90,14,169,"4 X 4 Unit","Standard"
90,18,178,"4 X 4 Unit","Standard"
90,22,158,"4 X 4 Unit","Standard"
90,26,162,"4 X 4 Unit","Standard"
90,30,168,"4 X 4 Unit","Standard"
90,34,146,"4 X 4 Unit","Standard"
90,38,142,"4 X 4 Unit","Standard"
90,42,143,"4 X 4 Unit","Standard"
90,46,155,"4 X 4 Unit","Standard"
90,50,152,"4 X 4 Unit","Standard"
90,54,173,"4 X 4 Unit","Standard"
90,58,156,"4 X 4 Unit","Standard"
90,62,164,"4 X 4 Unit","Standard"
90,66,147,"4 X 4 Unit","Standard"
90,70,162,"4 X 4 Unit","Standard"
90,74,146,"4 X 4 Unit","Standard"
90,78,174,"4 X 4 Unit","Standard"
90,82,170,"4 X 4 Unit","Standard"
90,86,189,"4 X 4 Unit","Standard"
90,90,127,"4 X 4 Unit","Standard"
90,94,169,"4 X 4 Unit","Standard"
90,98,131,"4 X 4 Unit","Standard"
94,2,205,"4 X 4 Unit","Standard"
94,6,197,"4 X 4 Unit","Standard"
94,10,157,"4 X 4 Unit","Standard"
94,14,151,"4 X 4 Unit","Standard"
94,18,160,"4 X 4 Unit","Standard"
94,22,157,"4 X 4 Unit","Standard"
94,26,157,"4 X 4 Unit","Standard"
94,30,162,"4 X 4 Unit","Standard"
94,34,175,"4 X 4 Unit","Standard"
94,38,167,"4 X 4 Unit","Standard"
94,42,151,"4 X 4 Unit","Standard"
94,46,172,"4 X 4 Unit","Standard"
94,50,165,"4 X 4 Unit","Standard"
94,54,154,"4 X 4 Unit","Standard"
94,58,172,"4 X 4 Unit","Standard"
94,62,165,"4 X 4 Unit","Standard"
94,66,182,"4 X 4 Unit","Standard"
94,70,160,"4 X 4 Unit","Standard"
94,74,142,"4 X 4 Unit","Standard"
94,78,160,"4 X 4 Unit","Standard"
94,82,172,"4 X 4 Unit","Standard"
94,86,148,"4 X 4 Unit","Standard"
94,90,156,"4 X 4 Unit","Standard"
94,94,160,"4 X 4 Unit","Standard"
94,98,116,"4 X 4 Unit","Standard"
98,2,147,"4 X 4 Unit","Standard"
98,6,117,"4 X 4 Unit","Standard"
98,10,134,"4 X 4 Unit","Standard"
98,14,118,"4 X 4 Unit","Standard"
98,18,108,"4 X 4 Unit","Standard"
